,listing_id,id,date,reviewer_id,reviewer_name,comments,Rating
737309,209310,100541066,2016-09-09,58700144,Viviane,Desde o primeiro momento a Iulia já te deixa bastante à vontade Me ajudou mesmo antes de chegar à cidade e deu todas as dicas para que não me perdesse O espaço está sempre limpo arrumado e bem cuidado O bairro é acessível de metrô a toda a cidade Apesar de ver menos movimento na rua me senti segura mesmo chegando todos os dias bem tarde da noite o que requer um pouco mais de atenção e cuidado A Iulia por sua vez é acessível atenciosa e disponível para um bom papo Foi uma experiência maravilhosa passar esses dias com uma pessoa tão amável como ela Espero poder voltar a NY e me hospedar lá novamente,5
790532,1512006,53959959,2015-11-15,13233100,Lauren,Stefanie was a wonderful host for our trip to NYC She was easy to get in touch with and always responded to my questions before and during my stay She accommodated an early check in and late check out to correspond to our flights The area was great and easily accessible by subway The apartment is spacious and easily fit  girls The blow up mattress deflated one night - but Stefanie delivered a new one as soon as I let her know the problem I would definitely stay here again for my next trip to NYC ,4
173365,6450118,45464321,2015-09-03,33222147,Paula,Patrick and Nancy were so lovely  They were hospitable welcoming and kind  The accommodation was really clean homely and in a safe neighbourhood I would definitely recommend staying here if you visit New York as the transport links are excellent for Manhattan  ,5
43126,690603,103820828,2016-09-24,88761137,Jean-Michel,Maurice nous a accueilli chaleureusement Son appartement est situé dans un quartier calme à  mn du Subway Il est grand l'équipement est satisfaisant L'entretien est correct La clim est un peu bruyante ,1
383084,8407862,51755686,2015-10-24,28440950,Harpremjeet (Julieta),Nichts Wir haben keine Beschreibung bekommen Amanda hat sich nicht zurückgemeldet sie hat  weder Mails noch Telefonate geantwortet Also katastrophalZum Schluss hat eine Frau zurückgerufen und uns die vollständige Adresse gegeben (erst wenn wir schon im taxi vor der Tür standen und nicht die Hausnummer der Wohnung hatte) Also Schlimm da wir erst Abends ankamen und mit unseren drei Kinder unterwegs waren,5
296676,5508092,128069239,2017-01-22,59322053,Mabel,Great location Near subway and lots of restaurants and stores Host was open to answering any questions which was very helpful,2
107685,5126391,144324017,2017-04-15,96729218,Kim,Had a great stay The place was exactly as described Chester is just adorable,3
452148,112359,68009092,2016-04-01,43103163,Yanhui,We had a nice stay at Olivia's place in NY Olivia is so welcoming This place is convenient to everywhere and quiet The Metro is just outside the building ,5
39416,7800835,62891615,2016-02-18,21564769,Moritz,Very good Experience My family and i had a lot of fun in New York and staying in Brooklyn was very nice Kristian's appartment was clean and there is a lot of space Very close to Subway-Station and a silent Neighberhood Kristian is very friendly and helpful,5
76445,9516142,181364135,2017-08-12,115274391,Chris,This place was great very affordable and really good location Public transport was easy and there is great bars and restaurants in very close proximity Was very happy with my stay at Al's place,3
225516,15734793,116790673,2016-12-03,66958629,Mitra,The Wright's place was clean and conveniently located Would definitely stay again,5
773925,481022,23401200,2014-11-30,18094185,Terrell,Location Location Perfect area The apartment was small and cozy which was a great size for my girlfriend and I Candice answered all our questions and was very flexible with our request  Will definitely stay again -Terrell ,3
397331,6976282,59811826,2016-01-15,26156687,Jessica,I thoroughly enjoyed my stay at Goran's My heart broke when I arrived and discovered it was a th floor walked up because I had a couple heavy bags but Goran greeted me on the intercom and asked if I needed help and came right down and carried my heavy suitcase up The room was clean quiet warm & cozy and just as pictured I will be back soon and most likely staying there again It was a perfect first time Airbnb booking,5
54764,761835,72132269,2016-05-01,62928698,Brian,Joao really lived up to his superhost status  What's his was mine eg toiletries clean towels  He even made delicious-smelling food offered me some and graciously respected my dietary restrictions when I had to decline  Memorably comfortable bed TV in the room No internet problems whatsoever  The bedroom looks even better than the picture  (I stayed in the room with the standard bed not the loft bed so I cannot speak to that bed/room)  It was great to meet Joao (and  my fellow boarder)  Joao really lived up to the superhost hype  I'll happily stay with him again in the event I require temporary housing in the future,5
663964,15560394,144308348,2017-04-15,25865474,John,"Joanna's property served us well adults and  children  We spent every day of our  days visiting NYC  We were close to stops for getting on the bus or train to the Staten Island Ferry and on to Manhattan where the easily used subway system provided access to all of what we wanted to visit  Joanna's Staten Island property had all that was needed for a wonderful stayand the relaxing environment it provided helped us ""recover"" for the next day's adventures in NYC",5
